город,оценка,дата
Старая Русса,5.0,"Отзыв написан 15 февраля, 2011, 16:09"
Самара,1.0,"Отзыв написан 15 февраля, 2011, 10:23"
Южно-Сахалинск,4.0,"Отзыв написан 15 февраля, 2011, 06:26"
Большой Могой,5.0,"Отзыв написан 14 февраля, 2011, 21:14"
Большой Могой,5.0,"Отзыв написан 14 февраля, 2011, 21:14"
Большой Могой,5.0,"Отзыв написан 14 февраля, 2011, 21:14"
Урульга,3.0,"Отзыв написан 14 февраля, 2011, 18:42"
Маркс,5.0,"Отзыв написан 14 февраля, 2011, 16:17"
Маркс,1.0,"Отзыв написан 14 февраля, 2011, 16:13"
Оленица,5.0,"Отзыв написан 14 февраля, 2011, 12:29"
Черемхово,3.0,"Отзыв написан 13 февраля, 2011, 16:50"
Рагнукса,3.0,"Отзыв написан 13 февраля, 2011, 15:57"
Пермь,4.0,"Отзыв написан 13 февраля, 2011, 14:32"
Ижевск,4.0,"Отзыв написан 13 февраля, 2011, 12:49"
Волжский,4.0,"Отзыв написан 13 февраля, 2011, 12:30"
Волгоград,3.0,"Отзыв написан 13 февраля, 2011, 11:35"
Смирных,4.0,"Отзыв написан 12 февраля, 2011, 18:54"
Леонидово,3.0,"Отзыв написан 12 февраля, 2011, 18:41"
Ныш,3.0,"Отзыв написан 12 февраля, 2011, 17:28"
Махачкала,4.0,"Отзыв написан 12 февраля, 2011, 15:02"
Челябинск,3.0,"Отзыв написан 11 февраля, 2011, 22:28"
Нижневартовск,3.0,"Отзыв написан 10 февраля, 2011, 01:09"
Ханты-Мансийск,3.0,"Отзыв написан 10 февраля, 2011, 01:05"
Челябинск,3.0,"Отзыв написан 9 февраля, 2011, 22:46"
Екатеринбург,3.0,"Отзыв написан 8 февраля, 2011, 20:17"
Верхнеказымский,5.0,"Отзыв написан 6 февраля, 2011, 17:54"
Дуди,3.0,"Отзыв написан 6 февраля, 2011, 16:53"
Нижнеозерное,4.0,"Отзыв написан 6 февраля, 2011, 12:47"
Красный Колодец,5.0,"Отзыв написан 6 февраля, 2011, 11:05"
Маргуша,5.0,"Отзыв написан 4 февраля, 2011, 21:10"
Малоенисейское,5.0,"Отзыв написан 4 февраля, 2011, 18:09"
Каменка,5.0,"Отзыв написан 4 февраля, 2011, 15:25"
Ейск,5.0,"Отзыв написан 3 февраля, 2011, 22:46"
Ургала,4.0,"Отзыв написан 3 февраля, 2011, 19:57"
Канаевка,5.0,"Отзыв написан 3 февраля, 2011, 13:10"
Дубовый Мыс,5.0,"Отзыв написан 3 февраля, 2011, 09:00"
Волгоград,5.0,"Отзыв написан 2 февраля, 2011, 15:20"
Саратов,3.0,"Отзыв написан 2 февраля, 2011, 15:10"
Поспелиха,3.0,"Отзыв написан 31 января, 2011, 19:47"
Кудутль,5.0,"Отзыв написан 30 января, 2011, 17:00"
Кызыл,5.0,"Отзыв написан 28 января, 2011, 18:30"
Кызыл,5.0,"Отзыв написан 28 января, 2011, 18:30"
Кызыл,5.0,"Отзыв написан 28 января, 2011, 18:29"
Терса,5.0,"Отзыв написан 28 января, 2011, 10:31"
Москва,1.0,"Отзыв написан 27 января, 2011, 22:48"
Внуково,3.0,"Отзыв написан 27 января, 2011, 20:48"
Старая Вичуга,5.0,"Отзыв написан 27 января, 2011, 20:44"
Дудинка,4.0,"Отзыв написан 27 января, 2011, 18:47"
Сочи,1.0,"Отзыв написан 27 января, 2011, 03:59"
Норильск,5.0,"Отзыв написан 27 января, 2011, 03:55"
Иваново,1.0,"Отзыв написан 27 января, 2011, 03:22"
Подпорожье,3.0,"Отзыв написан 27 января, 2011, 00:37"
Пенза,5.0,"Отзыв написан 25 января, 2011, 16:53"
Березовка,5.0,"Отзыв написан 22 января, 2011, 19:00"
Сыктывкар,4.0,"Отзыв написан 21 января, 2011, 13:18"
Яровое,3.0,"Отзыв написан 19 января, 2011, 13:47"
Абакан,3.0,"Отзыв написан 18 января, 2011, 18:23"
Критово,5.0,"Отзыв написан 18 января, 2011, 13:22"
Волоколамск,3.0,"Отзыв написан 17 января, 2011, 11:07"
Ашево,3.0,"Отзыв написан 16 января, 2011, 19:07"
Кузьмичи,5.0,"Отзыв написан 15 января, 2011, 15:22"
Гуран,5.0,"Отзыв написан 14 января, 2011, 12:13"
Борисовка,5.0,"Отзыв написан 13 января, 2011, 23:56"
Новотроицк,4.0,"Отзыв написан 12 января, 2011, 20:35"
Новое Якушкино,3.0,"Отзыв написан 11 января, 2011, 21:53"
Ворга,5.0,"Отзыв написан 11 января, 2011, 20:44"
Тамбов,3.0,"Отзыв написан 10 января, 2011, 18:42"
Слоновка,3.0,"Отзыв написан 10 января, 2011, 18:25"
Златоуст,3.0,"Отзыв написан 10 января, 2011, 09:06"
Заводоуковск,5.0,"Отзыв написан 9 января, 2011, 19:47"
Заводоуковск,5.0,"Отзыв написан 9 января, 2011, 19:46"
Заводоуковск,3.0,"Отзыв написан 9 января, 2011, 19:42"
Заводоуковск,5.0,"Отзыв написан 9 января, 2011, 19:40"
Заводоуковск,5.0,"Отзыв написан 9 января, 2011, 19:37"
Энгуразово,3.0,"Отзыв написан 7 января, 2011, 20:49"
Большие Ключи,4.0,"Отзыв написан 5 января, 2011, 21:48"
Чкалово,3.0,"Отзыв написан 4 января, 2011, 12:52"
Хохлома,5.0,"Отзыв написан 4 января, 2011, 00:01"
Екатеринбург,5.0,"Отзыв написан 3 января, 2011, 21:52"
Людиново,5.0,"Отзыв написан 3 января, 2011, 14:56"
Мундыбаш,3.0,"Отзыв написан 3 января, 2011, 13:39"
Чкалово,1.0,"Отзыв написан 3 января, 2011, 12:03"
Набережные Челны,1.0,"Отзыв написан 2 января, 2011, 00:28"
Калуга,3.0,"Отзыв написан 1 января, 2011, 23:25"
Казань,5.0,"Отзыв написан 31 декабря, 2010, 18:44"
Уразбахтино,5.0,"Отзыв написан 30 декабря, 2010, 22:16"
Инсар,3.0,"Отзыв написан 29 декабря, 2010, 20:37"
Вязники,2.0,"Отзыв написан 29 декабря, 2010, 17:51"
Весьегонск,3.0,"Отзыв написан 26 декабря, 2010, 16:48"
Суринда,5.0,"Отзыв написан 26 декабря, 2010, 14:01"
Суринда,5.0,"Отзыв написан 26 декабря, 2010, 14:01"
Аньково,2.0,"Отзыв написан 25 декабря, 2010, 22:03"
Адуево,5.0,"Отзыв написан 24 декабря, 2010, 16:23"
Джалинда,3.0,"Отзыв написан 23 декабря, 2010, 23:10"
Месягутово,3.0,"Отзыв написан 23 декабря, 2010, 18:49"
Урываево,3.0,"Отзыв написан 23 декабря, 2010, 16:33"
Сочи,2.0,"Отзыв написан 23 декабря, 2010, 12:08"
Чамзинка,4.0,"Отзыв написан 22 декабря, 2010, 00:44"
Проносное,5.0,"Отзыв написан 21 декабря, 2010, 17:40"
Глядянское,5.0,"Отзыв написан 20 декабря, 2010, 08:22"
Нижний Новгород,3.0,"Отзыв написан 19 декабря, 2010, 22:06"
Насадка,5.0,"Отзыв написан 18 декабря, 2010, 19:49"
Санкт-Петербург,3.0,"Отзыв написан 18 декабря, 2010, 19:45"
Брянск,3.0,"Отзыв написан 18 декабря, 2010, 19:41"
Каменск-Шахтинский,3.0,"Отзыв написан 18 декабря, 2010, 14:30"
Чистополь,3.0,"Отзыв написан 18 декабря, 2010, 01:00"
Сцепное,1.0,"Отзыв написан 17 декабря, 2010, 16:13"
Хову-Аксы,3.0,"Отзыв написан 17 декабря, 2010, 15:36"
Антилохово,1.0,"Отзыв написан 16 декабря, 2010, 23:05"
Озёрск,5.0,"Отзыв написан 16 декабря, 2010, 20:34"
Истра,3.0,"Отзыв написан 16 декабря, 2010, 18:35"
Десногорск,4.0,"Отзыв написан 16 декабря, 2010, 18:08"
Факел,3.0,"Отзыв написан 16 декабря, 2010, 16:58"
Сызрань,1.0,"Отзыв написан 16 декабря, 2010, 16:42"
Сызрань,3.0,"Отзыв написан 16 декабря, 2010, 16:35"
Малый Бащелак,5.0,"Отзыв написан 16 декабря, 2010, 15:42"
Чита,4.0,"Отзыв написан 16 декабря, 2010, 15:36"
Бугульма,5.0,"Отзыв написан 15 декабря, 2010, 11:54"
Зилаир,3.0,"Отзыв написан 15 декабря, 2010, 00:49"
Кирс,3.0,"Отзыв написан 14 декабря, 2010, 19:02"
Озеро-Красилово,5.0,"Отзыв написан 13 декабря, 2010, 20:29"
Гофицкое,3.0,"Отзыв написан 13 декабря, 2010, 14:44"
Кемерово,3.0,"Отзыв написан 13 декабря, 2010, 14:38"
Нерюнгри,5.0,"Отзыв написан 12 декабря, 2010, 10:44"
Шалкино,5.0,"Отзыв написан 11 декабря, 2010, 20:27"
Новое Якушкино,4.0,"Отзыв написан 11 декабря, 2010, 20:03"
Бударино,3.0,"Отзыв написан 11 декабря, 2010, 15:41"
Бугульма,3.0,"Отзыв написан 10 декабря, 2010, 02:10"
Бугульма,3.0,"Отзыв написан 10 декабря, 2010, 01:47"
Владимир,3.0,"Отзыв написан 9 декабря, 2010, 21:54"
Краснотурьинск,5.0,"Отзыв написан 9 декабря, 2010, 20:59"
Юргамыш,5.0,"Отзыв написан 9 декабря, 2010, 14:47"
Надым,4.0,"Отзыв написан 9 декабря, 2010, 09:21"
Развильное,3.0,"Отзыв написан 6 декабря, 2010, 17:43"
Балаково,3.0,"Отзыв написан 6 декабря, 2010, 16:40"
Новоречье,5.0,"Отзыв написан 5 декабря, 2010, 19:35"
Каргаполово,3.0,"Отзыв написан 5 декабря, 2010, 16:06"
Гусиноозёрск,3.0,"Отзыв написан 5 декабря, 2010, 13:59"
Верх-Коен,1.0,"Отзыв написан 5 декабря, 2010, 09:03"
Введенская Готня,3.0,"Отзыв написан 4 декабря, 2010, 16:30"
Берегаево,3.0,"Отзыв написан 4 декабря, 2010, 00:26"
Котиха,5.0,"Отзыв написан 3 декабря, 2010, 23:40"
Зея,3.0,"Отзыв написан 3 декабря, 2010, 21:32"
Новосибирск,5.0,"Отзыв написан 3 декабря, 2010, 14:44"
Земетчино,5.0,"Отзыв написан 3 декабря, 2010, 09:59"
Юшала,3.0,"Отзыв написан 2 декабря, 2010, 21:37"
Верхазовка,3.0,"Отзыв написан 2 декабря, 2010, 15:12"
Кундур,3.0,"Отзыв написан 2 декабря, 2010, 11:52"
Новое Якушкино,3.0,"Отзыв написан 1 декабря, 2010, 17:18"
Семёнов,3.0,"Отзыв написан 30 ноября, 2010, 18:57"
Углич,4.0,"Отзыв написан 30 ноября, 2010, 03:28"
Чушевицы,5.0,"Отзыв написан 29 ноября, 2010, 08:15"
Букачача,3.0,"Отзыв написан 28 ноября, 2010, 22:32"
Букачача,3.0,"Отзыв написан 28 ноября, 2010, 21:16"
Нефтекамск,3.0,"Отзыв написан 28 ноября, 2010, 19:52"
Рузаевка,3.0,"Отзыв написан 28 ноября, 2010, 17:10"
Солдатово,5.0,"Отзыв написан 28 ноября, 2010, 16:31"
Новокузнецк,3.0,"Отзыв написан 26 ноября, 2010, 17:10"
Новокузнецк,4.0,"Отзыв написан 26 ноября, 2010, 17:06"
Самара,4.0,"Отзыв написан 25 ноября, 2010, 19:54"
Сыктывкар,3.0,"Отзыв написан 25 ноября, 2010, 10:50"
Уссурийск,5.0,"Отзыв написан 24 ноября, 2010, 02:33"
Верхнеказымский,3.0,"Отзыв написан 23 ноября, 2010, 16:31"
Малоугренево,5.0,"Отзыв написан 23 ноября, 2010, 12:00"
Барнаул,3.0,"Отзыв написан 22 ноября, 2010, 19:12"
Ортон,4.0,"Отзыв написан 22 ноября, 2010, 18:38"
